"industry","gender","condition","age","time_code","volume","ratio"
"全産業","総数","完全失業者","50～54歳","1996-02",130000,1.9
"全産業","総数","完全失業者","50～54歳","1996-03",140000,2
"全産業","総数","完全失業者","50～54歳","1996-04",160000,2.3
"全産業","総数","完全失業者","50～54歳","1996-05",160000,2.3
"全産業","総数","完全失業者","50～54歳","1996-06",150000,2.2
"全産業","総数","完全失業者","50～54歳","1996-07",130000,1.9
"全産業","総数","完全失業者","50～54歳","1996-08",130000,1.9
"全産業","総数","完全失業者","50～54歳","1996-09",130000,1.9
"全産業","総数","完全失業者","50～54歳","1996-10",140000,2
"全産業","総数","完全失業者","50～54歳","1996-11",140000,2
"全産業","総数","完全失業者","50～54歳","1996-12",120000,1.7
"全産業","総数","完全失業者","50～54歳","1997-01",140000,2
"全産業","総数","完全失業者","50～54歳","1997-02",160000,2.3
"全産業","総数","完全失業者","50～54歳","1997-03",140000,2
"全産業","総数","完全失業者","50～54歳","1997-04",150000,2.1
"全産業","総数","完全失業者","50～54歳","1997-05",170000,2.4
"全産業","総数","完全失業者","50～54歳","1997-06",150000,2.1
"全産業","総数","完全失業者","50～54歳","1997-07",150000,2.1
"全産業","総数","完全失業者","50～54歳","1997-08",150000,2.1
"全産業","総数","完全失業者","50～54歳","1997-09",140000,1.9
"全産業","総数","完全失業者","50～54歳","1997-10",150000,2
"全産業","総数","完全失業者","50～54歳","1997-11",160000,2.2
"全産業","総数","完全失業者","50～54歳","1997-12",140000,1.9
"全産業","総数","完全失業者","50～54歳","1998-01",140000,1.9
"全産業","総数","完全失業者","50～54歳","1998-02",140000,1.9
"全産業","総数","完全失業者","50～54歳","1998-03",170000,2.3
"全産業","総数","完全失業者","50～54歳","1998-04",190000,2.5
"全産業","総数","完全失業者","50～54歳","1998-05",210000,2.7
"全産業","総数","完全失業者","50～54歳","1998-06",190000,2.5
"全産業","総数","完全失業者","50～54歳","1998-07",170000,2.2
"全産業","総数","完全失業者","50～54歳","1998-08",210000,2.7
"全産業","総数","完全失業者","50～54歳","1998-09",210000,2.7
"全産業","総数","完全失業者","50～54歳","1998-10",220000,2.8
"全産業","総数","完全失業者","50～54歳","1998-11",220000,2.9
"全産業","総数","完全失業者","50～54歳","1998-12",210000,2.7
"全産業","総数","完全失業者","50～54歳","1999-01",240000,3.1
"全産業","総数","完全失業者","50～54歳","1999-02",250000,3.2
"全産業","総数","完全失業者","50～54歳","1999-03",270000,3.5
"全産業","総数","完全失業者","50～54歳","1999-04",260000,3.3
"全産業","総数","完全失業者","50～54歳","1999-05",270000,3.4
"全産業","総数","完全失業者","50～54歳","1999-06",270000,3.4
"全産業","総数","完全失業者","50～54歳","1999-07",260000,3.2
"全産業","総数","完全失業者","50～54歳","1999-08",250000,3.1
"全産業","総数","完全失業者","50～54歳","1999-09",240000,2.9
"全産業","総数","完全失業者","50～54歳","1999-10",240000,2.9
"全産業","総数","完全失業者","50～54歳","1999-11",250000,3
"全産業","総数","完全失業者","50～54歳","1999-12",270000,3.3
"全産業","総数","完全失業者","50～54歳","2000-01",300000,3.6
"全産業","総数","完全失業者","50～54歳","2000-02",310000,3.7
"全産業","総数","完全失業者","50～54歳","2000-03",300000,3.6
"全産業","総数","完全失業者","50～54歳","2000-04",310000,3.7
"全産業","総数","完全失業者","50～54歳","2000-05",280000,3.3
"全産業","総数","完全失業者","50～54歳","2000-06",270000,3.2
"全産業","総数","完全失業者","50～54歳","2000-07",280000,3.3
"全産業","総数","完全失業者","50～54歳","2000-08",270000,3.2
"全産業","総数","完全失業者","50～54歳","2000-09",310000,3.6
"全産業","総数","完全失業者","50～54歳","2000-10",290000,3.3
"全産業","総数","完全失業者","50～54歳","2000-11",290000,3.3
"全産業","総数","完全失業者","50～54歳","2000-12",300000,3.4
"全産業","総数","完全失業者","50～54歳","2001-01",300000,3.4
"全産業","総数","完全失業者","50～54歳","2001-02",280000,3.2
"全産業","総数","完全失業者","50～54歳","2001-03",310000,3.5
"全産業","総数","完全失業者","50～54歳","2001-04",300000,3.3
"全産業","総数","完全失業者","50～54歳","2001-05",290000,3.2
"全産業","総数","完全失業者","50～54歳","2001-06",330000,3.6
"全産業","総数","完全失業者","50～54歳","2001-07",290000,3.2
"全産業","総数","完全失業者","50～54歳","2001-08",290000,3.2
"全産業","総数","完全失業者","50～54歳","2001-09",330000,3.7
"全産業","総数","完全失業者","50～54歳","2001-10",340000,3.8
"全産業","総数","完全失業者","50～54歳","2001-11",380000,4.2
"全産業","総数","完全失業者","50～54歳","2001-12",350000,3.9
"全産業","総数","完全失業者","50～54歳","2002-01",370000,4.2
"全産業","総数","完全失業者","50～54歳","2002-02",380000,4.2
"全産業","総数","完全失業者","50～54歳","2002-03",360000,4
"全産業","総数","完全失業者","50～54歳","2002-04",360000,4.1
"全産業","総数","完全失業者","50～54歳","2002-05",350000,4
"全産業","総数","完全失業者","50～54歳","2002-06",320000,3.6
"全産業","総数","完全失業者","50～54歳","2002-07",360000,4.1
"全産業","総数","完全失業者","50～54歳","2002-08",390000,4.5
"全産業","総数","完全失業者","50～54歳","2002-09",390000,4.5
"全産業","総数","完全失業者","50～54歳","2002-10",350000,4
"全産業","総数","完全失業者","50～54歳","2002-11",340000,3.9
"全産業","総数","完全失業者","50～54歳","2002-12",350000,4.1
"全産業","総数","完全失業者","50～54歳","2003-01",360000,4.2
"全産業","総数","完全失業者","50～54歳","2003-02",320000,3.8
"全産業","総数","完全失業者","50～54歳","2003-03",290000,3.4
"全産業","総数","完全失業者","50～54歳","2003-04",310000,3.7
"全産業","総数","完全失業者","50～54歳","2003-05",340000,4
"全産業","総数","完全失業者","50～54歳","2003-06",320000,3.8
"全産業","総数","完全失業者","50～54歳","2003-07",330000,4
"全産業","総数","完全失業者","50～54歳","2003-08",300000,3.6
"全産業","総数","完全失業者","50～54歳","2003-09",320000,3.9
"全産業","総数","完全失業者","50～54歳","2003-10",300000,3.7
"全産業","総数","完全失業者","50～54歳","2003-11",290000,3.6
"全産業","総数","完全失業者","50～54歳","2003-12",280000,3.5
"全産業","総数","完全失業者","50～54歳","2004-01",320000,4
"全産業","総数","完全失業者","50～54歳","2004-02",310000,3.9
"全産業","総数","完全失業者","50～54歳","2004-03",310000,3.9
"全産業","総数","完全失業者","50～54歳","2004-04",300000,3.8
"全産業","総数","完全失業者","50～54歳","2004-05",280000,3.6
"全産業","総数","完全失業者","50～54歳","2004-06",260000,3.3
"全産業","総数","完全失業者","50～54歳","2004-07",250000,3.2
"全産業","総数","完全失業者","50～54歳","2004-08",240000,3.1
"全産業","総数","完全失業者","50～54歳","2004-09",250000,3.3
"全産業","総数","完全失業者","50～54歳","2004-10",240000,3.2
"全産業","総数","完全失業者","50～54歳","2004-11",240000,3.2
"全産業","総数","完全失業者","50～54歳","2004-12",250000,3.4
"全産業","総数","完全失業者","50～54歳","2005-01",260000,3.5
"全産業","総数","完全失業者","50～54歳","2005-02",230000,3.1
"全産業","総数","完全失業者","50～54歳","2005-03",250000,3.4
"全産業","総数","完全失業者","50～54歳","2005-04",230000,3.1
"全産業","総数","完全失業者","50～54歳","2005-05",250000,3.4
"全産業","総数","完全失業者","50～54歳","2005-06",230000,3.1
"全産業","総数","完全失業者","50～54歳","2005-07",210000,2.9
"全産業","総数","完全失業者","50～54歳","2005-08",230000,3.2
"全産業","総数","完全失業者","50～54歳","2005-09",210000,2.9
"全産業","総数","完全失業者","50～54歳","2005-10",220000,3
"全産業","総数","完全失業者","50～54歳","2005-11",210000,2.9
"全産業","総数","完全失業者","50～54歳","2005-12",220000,3.1
"全産業","総数","完全失業者","50～54歳","2006-01",280000,3.9
"全産業","総数","完全失業者","50～54歳","2006-02",230000,3.3
"全産業","総数","完全失業者","50～54歳","2006-03",200000,2.8
"全産業","総数","完全失業者","50～54歳","2006-04",220000,3.1
"全産業","総数","完全失業者","50～54歳","2006-05",220000,3.1
"全産業","総数","完全失業者","50～54歳","2006-06",200000,2.8
"全産業","総数","完全失業者","50～54歳","2006-07",200000,2.8
"全産業","総数","完全失業者","50～54歳","2006-08",220000,3.2
"全産業","総数","完全失業者","50～54歳","2006-09",200000,2.9
"全産業","総数","完全失業者","50～54歳","2006-10",220000,3.2
"全産業","総数","完全失業者","50～54歳","2006-11",210000,3
"全産業","総数","完全失業者","50～54歳","2006-12",200000,2.9
"全産業","総数","完全失業者","50～54歳","2007-01",210000,3.1
"全産業","総数","完全失業者","50～54歳","2007-02",200000,2.9
"全産業","総数","完全失業者","50～54歳","2007-03",180000,2.6
"全産業","総数","完全失業者","50～54歳","2007-04",190000,2.8
"全産業","総数","完全失業者","50～54歳","2007-05",200000,2.9
"全産業","総数","完全失業者","50～54歳","2007-06",170000,2.5
"全産業","総数","完全失業者","50～54歳","2007-07",170000,2.5
"全産業","総数","完全失業者","50～54歳","2007-08",190000,2.8
"全産業","総数","完全失業者","50～54歳","2007-09",190000,2.8
"全産業","総数","完全失業者","50～54歳","2007-10",200000,3
"全産業","総数","完全失業者","50～54歳","2007-11",190000,2.8
"全産業","総数","完全失業者","50～54歳","2007-12",210000,3.2
"全産業","総数","完全失業者","50～54歳","2008-01",200000,3
"全産業","総数","完全失業者","50～54歳","2008-02",190000,2.9
"全産業","総数","完全失業者","50～54歳","2008-03",200000,3
"全産業","総数","完全失業者","50～54歳","2008-04",190000,2.9
"全産業","総数","完全失業者","50～54歳","2008-05",200000,3
"全産業","総数","完全失業者","50～54歳","2008-06",200000,3
"全産業","総数","完全失業者","50～54歳","2008-07",160000,2.4
"全産業","総数","完全失業者","50～54歳","2008-08",170000,2.6
"全産業","総数","完全失業者","50～54歳","2008-09",170000,2.6
"全産業","総数","完全失業者","50～54歳","2008-10",170000,2.6
"全産業","総数","完全失業者","50～54歳","2008-11",200000,3.1
"全産業","総数","完全失業者","50～54歳","2008-12",220000,3.4
"全産業","総数","完全失業者","50～54歳","2009-01",220000,3.4
"全産業","総数","完全失業者","50～54歳","2009-02",230000,3.5
"全産業","総数","完全失業者","50～54歳","2009-03",250000,3.8
"全産業","総数","完全失業者","50～54歳","2009-04",240000,3.7
"全産業","総数","完全失業者","50～54歳","2009-05",250000,3.8
"全産業","総数","完全失業者","50～54歳","2009-06",250000,3.8
"全産業","総数","完全失業者","50～54歳","2009-07",240000,3.7
"全産業","総数","完全失業者","50～54歳","2009-08",270000,4.1
"全産業","総数","完全失業者","50～54歳","2009-09",270000,4.2
"全産業","総数","完全失業者","50～54歳","2009-10",250000,3.8
"全産業","総数","完全失業者","50～54歳","2009-11",240000,3.6
"全産業","総数","完全失業者","50～54歳","2009-12",250000,3.8
"全産業","総数","完全失業者","50～54歳","2010-01",240000,3.7
"全産業","総数","完全失業者","50～54歳","2010-02",230000,3.6
"全産業","総数","完全失業者","50～54歳","2010-03",250000,3.9
"全産業","総数","完全失業者","50～54歳","2010-04",260000,4
"全産業","総数","完全失業者","50～54歳","2010-05",250000,3.8
"全産業","総数","完全失業者","50～54歳","2010-06",240000,3.8
"全産業","総数","完全失業者","50～54歳","2010-07",260000,4
"全産業","総数","完全失業者","50～54歳","2010-08",280000,4.3
"全産業","総数","完全失業者","50～54歳","2010-09",270000,4.2
"全産業","総数","完全失業者","50～54歳","2010-10",230000,3.6
"全産業","総数","完全失業者","50～54歳","2010-11",200000,3.1
"全産業","総数","完全失業者","50～54歳","2010-12",200000,3.1
"全産業","総数","完全失業者","50～54歳","2011-01",250000,3.9
"全産業","総数","完全失業者","50～54歳","2011-02",220000,3.4
"全産業","総数","完全失業者","50～54歳","2011-03",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-04",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-05",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-06",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-07",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-08",NA,NA
"全産業","総数","完全失業者","50～54歳","2011-09",190000,3
"全産業","総数","完全失業者","50～54歳","2011-10",210000,3.3
"全産業","総数","完全失業者","50～54歳","2011-11",210000,3.3
"全産業","総数","完全失業者","50～54歳","2011-12",190000,3
"全産業","総数","完全失業者","50～54歳","2012-01",210000,3.3
"全産業","総数","完全失業者","50～54歳","2012-02",210000,3.3
"全産業","総数","完全失業者","50～54歳","2012-03",220000,3.5
"全産業","総数","完全失業者","50～54歳","2012-04",210000,3.3
"全産業","総数","完全失業者","50～54歳","2012-05",220000,3.4
"全産業","総数","完全失業者","50～54歳","2012-06",240000,3.7
"全産業","総数","完全失業者","50～54歳","2012-07",220000,3.4
"全産業","総数","完全失業者","50～54歳","2012-08",200000,3.1
"全産業","総数","完全失業者","50～54歳","2012-09",220000,3.4
"全産業","総数","完全失業者","50～54歳","2012-10",220000,3.4
"全産業","総数","完全失業者","50～54歳","2012-11",220000,3.4
"全産業","総数","完全失業者","50～54歳","2012-12",200000,3.1
"全産業","総数","完全失業者","50～54歳","2013-01",200000,3.1
"全産業","総数","完全失業者","50～54歳","2013-02",200000,3.1
"全産業","総数","完全失業者","50～54歳","2013-03",180000,2.8
"全産業","総数","完全失業者","50～54歳","2013-04",200000,3
"全産業","総数","完全失業者","50～54歳","2013-05",220000,3.3
"全産業","総数","完全失業者","50～54歳","2013-06",190000,2.9
"全産業","総数","完全失業者","50～54歳","2013-07",210000,3.2
"全産業","総数","完全失業者","50～54歳","2013-08",230000,3.5
"全産業","総数","完全失業者","50～54歳","2013-09",230000,3.5
"全産業","総数","完全失業者","50～54歳","2013-10",250000,3.8
"全産業","総数","完全失業者","50～54歳","2013-11",200000,3
"全産業","総数","完全失業者","50～54歳","2013-12",170000,2.6
"全産業","総数","完全失業者","50～54歳","2014-01",190000,2.9
"全産業","総数","完全失業者","50～54歳","2014-02",160000,2.4
"全産業","総数","完全失業者","50～54歳","2014-03",150000,2.3
"全産業","総数","完全失業者","50～54歳","2014-04",190000,2.9
"全産業","総数","完全失業者","50～54歳","2014-05",170000,2.5
"全産業","総数","完全失業者","50～54歳","2014-06",180000,2.8
"全産業","総数","完全失業者","50～54歳","2014-07",200000,3.1
"全産業","総数","完全失業者","50～54歳","2014-08",200000,3
"全産業","総数","完全失業者","50～54歳","2014-09",190000,2.9
"全産業","総数","完全失業者","50～54歳","2014-10",190000,2.9
"全産業","総数","完全失業者","50～54歳","2014-11",170000,2.6
"全産業","総数","完全失業者","50～54歳","2014-12",170000,2.5
"全産業","総数","完全失業者","50～54歳","2015-01",180000,2.7
"全産業","総数","完全失業者","50～54歳","2015-02",200000,3
"全産業","総数","完全失業者","50～54歳","2015-03",160000,2.4
"全産業","総数","完全失業者","50～54歳","2015-04",180000,2.7
"全産業","総数","完全失業者","50～54歳","2015-05",170000,2.5
"全産業","総数","完全失業者","50～54歳","2015-06",180000,2.7
"全産業","総数","完全失業者","50～54歳","2015-07",200000,3
"全産業","総数","完全失業者","50～54歳","2015-08",190000,2.8
"全産業","総数","完全失業者","50～54歳","2015-09",200000,2.9
"全産業","総数","完全失業者","50～54歳","2015-10",180000,2.6
"全産業","総数","完全失業者","50～54歳","2015-11",190000,2.8
"全産業","総数","完全失業者","50～54歳","2015-12",200000,2.9
"全産業","総数","完全失業者","50～54歳","2016-01",210000,3
"全産業","総数","完全失業者","50～54歳","2016-02",190000,2.8
"全産業","総数","完全失業者","50～54歳","2016-03",170000,2.5
"全産業","総数","完全失業者","50～54歳","2016-04",180000,2.7
"全産業","総数","完全失業者","50～54歳","2016-05",190000,2.8
"全産業","総数","完全失業者","50～54歳","2016-06",170000,2.5
"全産業","総数","完全失業者","50～54歳","2016-07",140000,2.1
"全産業","総数","完全失業者","50～54歳","2016-08",140000,2.1
"全産業","総数","完全失業者","50～54歳","2016-09",160000,2.3
"全産業","総数","完全失業者","50～54歳","2016-10",170000,2.5
"全産業","総数","完全失業者","50～54歳","2016-11",180000,2.6
"全産業","総数","完全失業者","50～54歳","2016-12",150000,2.2
"全産業","総数","完全失業者","50～54歳","2017-01",150000,2.2
"全産業","総数","完全失業者","50～54歳","2017-02",150000,2.2
"全産業","総数","完全失業者","50～54歳","2017-03",130000,1.9
"全産業","総数","完全失業者","50～54歳","2017-04",170000,2.5
"全産業","総数","完全失業者","50～54歳","2017-05",220000,3.2
"全産業","総数","完全失業者","50～54歳","2017-06",160000,2.3
"全産業","総数","完全失業者","50～54歳","2017-07",150000,2.1
"全産業","総数","完全失業者","50～54歳","2017-08",150000,2.1
"全産業","総数","完全失業者","50～54歳","2017-09",180000,2.5
"全産業","総数","完全失業者","50～54歳","2017-10",180000,2.5
"全産業","総数","完全失業者","50～54歳","2017-11",190000,2.6
"全産業","総数","完全失業者","50～54歳","2017-12",190000,2.6
"全産業","総数","完全失業者","50～54歳","2018-01",140000,2
"全産業","総数","完全失業者","50～54歳","2018-02",130000,1.8
"全産業","総数","完全失業者","50～54歳","2018-03",150000,2
"全産業","総数","完全失業者","50～54歳","2018-04",160000,2.1
"全産業","総数","完全失業者","50～54歳","2018-05",150000,2
"全産業","総数","完全失業者","50～54歳","2018-06",170000,2.2
"全産業","総数","完全失業者","50～54歳","2018-07",150000,1.9
"全産業","総数","完全失業者","50～54歳","2018-08",150000,1.9
"全産業","総数","完全失業者","50～54歳","2018-09",150000,1.9
"全産業","総数","完全失業者","50～54歳","2018-10",160000,2
"全産業","総数","完全失業者","50～54歳","2018-11",160000,2
"全産業","総数","完全失業者","50～54歳","2018-12",170000,2.2
"全産業","総数","完全失業者","50～54歳","2019-01",150000,1.9
"全産業","総数","完全失業者","50～54歳","2019-02",140000,1.8
"全産業","総数","完全失業者","50～54歳","2019-03",130000,1.6
"全産業","総数","完全失業者","50～54歳","2019-04",150000,1.9
"全産業","総数","完全失業者","50～54歳","2019-05",160000,2
"全産業","総数","完全失業者","50～54歳","2019-06",150000,1.9
"全産業","総数","完全失業者","50～54歳","2019-07",160000,2
"全産業","総数","完全失業者","50～54歳","2019-08",160000,2
"全産業","総数","完全失業者","50～54歳","2019-09",180000,2.3
"全産業","総数","完全失業者","50～54歳","2019-10",150000,1.9
"全産業","総数","完全失業者","50～54歳","2019-11",150000,1.9
"全産業","総数","完全失業者","50～54歳","2019-12",150000,1.9
"全産業","総数","完全失業者","50～54歳","2020-01",150000,1.8
"全産業","総数","完全失業者","50～54歳","2020-02",150000,1.8
"全産業","総数","完全失業者","50～54歳","2020-03",160000,2
"全産業","総数","完全失業者","50～54歳","2020-04",160000,2
"全産業","総数","完全失業者","50～54歳","2020-05",170000,2.1
"全産業","総数","完全失業者","50～54歳","2020-06",190000,2.4
"全産業","総数","完全失業者","50～54歳","2020-07",200000,2.5
"全産業","総数","完全失業者","50～54歳","2020-08",210000,2.6
"全産業","総数","完全失業者","50～54歳","2020-09",210000,2.6
"全産業","総数","完全失業者","50～54歳","2020-10",200000,2.6
"全産業","総数","完全失業者","50～54歳","2020-11",190000,2.5
"全産業","総数","完全失業者","50～54歳","2020-12",200000,2.6
"全産業","総数","完全失業者","50～54歳","2021-01",210000,2.7
"全産業","総数","完全失業者","50～54歳","2021-02",210000,2.7
"全産業","総数","完全失業者","50～54歳","2021-03",180000,2.2
"全産業","総数","完全失業者","50～54歳","2021-04",180000,2.3
"全産業","総数","完全失業者","50～54歳","2021-05",220000,2.8
"全産業","総数","完全失業者","50～54歳","2021-06",230000,2.9
"全産業","総数","完全失業者","50～54歳","2021-07",180000,2.3
"全産業","総数","完全失業者","50～54歳","2021-08",180000,2.3
"全産業","総数","完全失業者","50～54歳","2021-09",210000,2.5
"全産業","総数","完全失業者","50～54歳","2021-10",200000,2.5
"全産業","総数","完全失業者","50～54歳","2021-11",190000,2.4
"全産業","総数","完全失業者","50～54歳","2021-12",180000,2.2
"全産業","総数","完全失業者","50～54歳","2022-01",220000,2.7
"全産業","総数","完全失業者","50～54歳","2022-02",190000,2.3
"全産業","総数","完全失業者","50～54歳","2022-03",140000,1.7
"全産業","総数","完全失業者","50～54歳","2022-04",170000,2.1
"全産業","総数","完全失業者","50～54歳","2022-05",220000,2.7
"全産業","総数","完全失業者","50～54歳","2022-06",210000,2.6
"全産業","総数","完全失業者","50～54歳","2022-07",170000,2.1
"全産業","総数","完全失業者","50～54歳","2022-08",170000,2.1
"全産業","総数","完全失業者","50～54歳","2022-09",200000,2.4
"全産業","総数","完全失業者","50～54歳","2022-10",170000,2
"全産業","総数","完全失業者","50～54歳","2022-11",160000,1.9
"全産業","総数","完全失業者","50～54歳","2022-12",160000,1.9
"全産業","総数","完全失業者","50～54歳","2023-01",170000,2
"全産業","総数","完全失業者","50～54歳","2023-02",160000,1.9
"全産業","総数","完全失業者","50～54歳","2023-03",190000,2.3
"全産業","総数","完全失業者","50～54歳","2023-04",200000,2.4
"全産業","総数","完全失業者","50～54歳","2023-05",210000,2.5
"全産業","総数","完全失業者","50～54歳","2023-06",190000,2.3
"全産業","総数","完全失業者","50～54歳","2023-07",190000,2.3
"全産業","総数","完全失業者","50～54歳","2023-08",200000,2.4
"全産業","総数","完全失業者","50～54歳","2023-09",190000,2.2
"全産業","総数","完全失業者","50～54歳","2023-10",150000,1.8
"全産業","総数","完全失業者","50～54歳","2023-11",140000,1.6
"全産業","総数","完全失業者","50～54歳","2023-12",150000,1.8
"全産業","総数","完全失業者","50～54歳","2024-01",180000,2.1
"全産業","総数","完全失業者","50～54歳","2024-02",210000,2.5
"全産業","総数","完全失業者","50～54歳","2024-03",190000,2.2
"全産業","総数","完全失業者","50～54歳","2024-04",190000,2.2
"全産業","総数","完全失業者","50～54歳","2024-05",220000,2.6
"全産業","総数","完全失業者","50～54歳","2024-06",220000,2.5
"全産業","総数","完全失業者","50～54歳","2024-07",210000,2.4
"全産業","総数","完全失業者","50～54歳","2024-08",170000,2
"全産業","総数","完全失業者","50～54歳","2024-09",170000,2
"全産業","総数","完全失業者","50～54歳","2024-10",180000,2.1
"全産業","総数","完全失業者","50～54歳","2024-11",170000,2
"全産業","総数","完全失業者","50～54歳","2024-12",180000,2.1
"全産業","総数","完全失業者","50～54歳","2025-01",190000,2.2
"全産業","総数","完全失業者","50～54歳","2025-02",180000,2.1
"全産業","総数","完全失業者","50～54歳","2025-03",200000,2.3
"全産業","総数","完全失業者","50～54歳","2025-04",220000,2.5
"全産業","総数","完全失業者","50～54歳","2025-05",200000,2.3
"全産業","総数","完全失業者","50～54歳","2025-06",190000,2.2
"全産業","総数","完全失業者","50～54歳","2025-07",170000,1.9
"全産業","総数","完全失業者","50～54歳","2025-08",170000,1.9
"全産業","総数","完全失業者","55～59歳","1968-01",60000,2.1
"全産業","総数","完全失業者","55～59歳","1968-02",50000,1.8
"全産業","総数","完全失業者","55～59歳","1968-03",40000,1.4
"全産業","総数","完全失業者","55～59歳","1968-04",40000,1.3
"全産業","総数","完全失業者","55～59歳","1968-05",40000,1.3
"全産業","総数","完全失業者","55～59歳","1968-06",40000,1.3
"全産業","総数","完全失業者","55～59歳","1968-07",50000,1.6
"全産業","総数","完全失業者","55～59歳","1968-08",40000,1.3
"全産業","総数","完全失業者","55～59歳","1968-09",30000,1
"全産業","総数","完全失業者","55～59歳","1968-10",30000,1
"全産業","総数","完全失業者","55～59歳","1968-11",30000,1
"全産業","総数","完全失業者","55～59歳","1968-12",40000,1.4
"全産業","総数","完全失業者","55～59歳","1969-01",50000,1.7
"全産業","総数","完全失業者","55～59歳","1969-02",50000,1.8
"全産業","総数","完全失業者","55～59歳","1969-03",50000,1.7
"全産業","総数","完全失業者","55～59歳","1969-04",50000,1.6
"全産業","総数","完全失業者","55～59歳","1969-05",30000,1
"全産業","総数","完全失業者","55～59歳","1969-06",40000,1.3
"全産業","総数","完全失業者","55～59歳","1969-07",30000,1
"全産業","総数","完全失業者","55～59歳","1969-08",30000,1
"全産業","総数","完全失業者","55～59歳","1969-09",30000,1
"全産業","総数","完全失業者","55～59歳","1969-10",30000,0.9
"全産業","総数","完全失業者","55～59歳","1969-11",30000,1
"全産業","総数","完全失業者","55～59歳","1969-12",30000,1
"全産業","総数","完全失業者","55～59歳","1970-01",50000,1.7
"全産業","総数","完全失業者","55～59歳","1970-02",50000,1.7
"全産業","総数","完全失業者","55～59歳","1970-03",40000,1.4
"全産業","総数","完全失業者","55～59歳","1970-04",40000,1.4
"全産業","総数","完全失業者","55～59歳","1970-05",40000,1.3
"全産業","総数","完全失業者","55～59歳","1970-06",30000,0.9
"全産業","総数","完全失業者","55～59歳","1970-07",30000,1
"全産業","総数","完全失業者","55～59歳","1970-08",20000,0.7
"全産業","総数","完全失業者","55～59歳","1970-09",70000,2.2
"全産業","総数","完全失業者","55～59歳","1970-10",70000,2.3
"全産業","総数","完全失業者","55～59歳","1970-11",40000,1.3
"全産業","総数","完全失業者","55～59歳","1970-12",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-01",50000,1.6
"全産業","総数","完全失業者","55～59歳","1971-02",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-03",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-04",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-05",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-06",40000,1.2
"全産業","総数","完全失業者","55～59歳","1971-07",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-08",50000,1.6
"全産業","総数","完全失業者","55～59歳","1971-09",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-10",40000,1.3
"全産業","総数","完全失業者","55～59歳","1971-11",60000,1.9
"全産業","総数","完全失業者","55～59歳","1971-12",60000,1.9
"全産業","総数","完全失業者","55～59歳","1972-01",70000,2.3
"全産業","総数","完全失業者","55～59歳","1972-02",80000,2.7
"全産業","総数","完全失業者","55～59歳","1972-03",100000,3.3
"全産業","総数","完全失業者","55～59歳","1972-04",90000,2.9
"全産業","総数","完全失業者","55～59歳","1972-05",50000,1.6
"全産業","総数","完全失業者","55～59歳","1972-06",40000,1.3
"全産業","総数","完全失業者","55～59歳","1972-07",40000,1.2
"全産業","総数","完全失業者","55～59歳","1972-08",40000,1.3
"全産業","総数","完全失業者","55～59歳","1972-09",40000,1.3
"全産業","総数","完全失業者","55～59歳","1972-10",40000,1.3
"全産業","総数","完全失業者","55～59歳","1972-11",40000,1.3
"全産業","総数","完全失業者","55～59歳","1972-12",30000,1
"全産業","総数","完全失業者","55～59歳","1973-01",50000,1.7
"全産業","総数","完全失業者","55～59歳","1973-02",70000,2.3
"全産業","総数","完全失業者","55～59歳","1973-03",60000,1.9
"全産業","総数","完全失業者","55～59歳","1973-04",60000,1.9
"全産業","総数","完全失業者","55～59歳","1973-05",40000,1.3
"全産業","総数","完全失業者","55～59歳","1973-06",40000,1.3
"全産業","総数","完全失業者","55～59歳","1973-07",40000,1.2
"全産業","総数","完全失業者","55～59歳","1973-08",30000,0.9
"全産業","総数","完全失業者","55～59歳","1973-09",40000,1.3
"全産業","総数","完全失業者","55～59歳","1973-10",30000,0.9
"全産業","総数","完全失業者","55～59歳","1973-11",40000,1.3
"全産業","総数","完全失業者","55～59歳","1973-12",30000,1
"全産業","総数","完全失業者","55～59歳","1974-01",40000,1.4
"全産業","総数","完全失業者","55～59歳","1974-02",50000,1.7
"全産業","総数","完全失業者","55～59歳","1974-03",60000,2
"全産業","総数","完全失業者","55～59歳","1974-04",40000,1.3
"全産業","総数","完全失業者","55～59歳","1974-05",50000,1.6
"全産業","総数","完全失業者","55～59歳","1974-06",50000,1.6
"全産業","総数","完全失業者","55～59歳","1974-07",40000,1.3
"全産業","総数","完全失業者","55～59歳","1974-08",50000,1.6
"全産業","総数","完全失業者","55～59歳","1974-09",30000,1
"全産業","総数","完全失業者","55～59歳","1974-10",40000,1.3
"全産業","総数","完全失業者","55～59歳","1974-11",50000,1.6
"全産業","総数","完全失業者","55～59歳","1974-12",60000,2
"全産業","総数","完全失業者","55～59歳","1975-01",70000,2.4
