"industry","gender","condition","age","time_code","value","unit"
"全産業","総数","完全失業者","55～59歳","1999-08",26,"万人"
"全産業","総数","完全失業者","55～59歳","1999-09",27,"万人"
"全産業","総数","完全失業者","55～59歳","1999-10",28,"万人"
"全産業","総数","完全失業者","55～59歳","1999-11",25,"万人"
"全産業","総数","完全失業者","55～59歳","1999-12",23,"万人"
"全産業","総数","完全失業者","55～59歳","2000-01",28,"万人"
"全産業","総数","完全失業者","55～59歳","2000-02",28,"万人"
"全産業","総数","完全失業者","55～59歳","2000-03",26,"万人"
"全産業","総数","完全失業者","55～59歳","2000-04",28,"万人"
"全産業","総数","完全失業者","55～59歳","2000-05",27,"万人"
"全産業","総数","完全失業者","55～59歳","2000-06",28,"万人"
"全産業","総数","完全失業者","55～59歳","2000-07",24,"万人"
"全産業","総数","完全失業者","55～59歳","2000-08",24,"万人"
"全産業","総数","完全失業者","55～59歳","2000-09",25,"万人"
"全産業","総数","完全失業者","55～59歳","2000-10",25,"万人"
"全産業","総数","完全失業者","55～59歳","2000-11",26,"万人"
"全産業","総数","完全失業者","55～59歳","2000-12",24,"万人"
"全産業","総数","完全失業者","55～59歳","2001-01",27,"万人"
"全産業","総数","完全失業者","55～59歳","2001-02",26,"万人"
"全産業","総数","完全失業者","55～59歳","2001-03",27,"万人"
"全産業","総数","完全失業者","55～59歳","2001-04",28,"万人"
"全産業","総数","完全失業者","55～59歳","2001-05",25,"万人"
"全産業","総数","完全失業者","55～59歳","2001-06",23,"万人"
"全産業","総数","完全失業者","55～59歳","2001-07",26,"万人"
"全産業","総数","完全失業者","55～59歳","2001-08",26,"万人"
"全産業","総数","完全失業者","55～59歳","2001-09",27,"万人"
"全産業","総数","完全失業者","55～59歳","2001-10",27,"万人"
"全産業","総数","完全失業者","55～59歳","2001-11",29,"万人"
"全産業","総数","完全失業者","55～59歳","2001-12",26,"万人"
"全産業","総数","完全失業者","55～59歳","2002-01",25,"万人"
"全産業","総数","完全失業者","55～59歳","2002-02",27,"万人"
"全産業","総数","完全失業者","55～59歳","2002-03",29,"万人"
"全産業","総数","完全失業者","55～59歳","2002-04",30,"万人"
"全産業","総数","完全失業者","55～59歳","2002-05",31,"万人"
"全産業","総数","完全失業者","55～59歳","2002-06",33,"万人"
"全産業","総数","完全失業者","55～59歳","2002-07",27,"万人"
"全産業","総数","完全失業者","55～59歳","2002-08",29,"万人"
"全産業","総数","完全失業者","55～59歳","2002-09",28,"万人"
"全産業","総数","完全失業者","55～59歳","2002-10",28,"万人"
"全産業","総数","完全失業者","55～59歳","2002-11",32,"万人"
"全産業","総数","完全失業者","55～59歳","2002-12",31,"万人"
"全産業","総数","完全失業者","55～59歳","2003-01",31,"万人"
"全産業","総数","完全失業者","55～59歳","2003-02",33,"万人"
"全産業","総数","完全失業者","55～59歳","2003-03",32,"万人"
"全産業","総数","完全失業者","55～59歳","2003-04",35,"万人"
"全産業","総数","完全失業者","55～59歳","2003-05",34,"万人"
"全産業","総数","完全失業者","55～59歳","2003-06",30,"万人"
"全産業","総数","完全失業者","55～59歳","2003-07",29,"万人"
"全産業","総数","完全失業者","55～59歳","2003-08",28,"万人"
"全産業","総数","完全失業者","55～59歳","2003-09",30,"万人"
"全産業","総数","完全失業者","55～59歳","2003-10",32,"万人"
"全産業","総数","完全失業者","55～59歳","2003-11",28,"万人"
"全産業","総数","完全失業者","55～59歳","2003-12",28,"万人"
"全産業","総数","完全失業者","55～59歳","2004-01",28,"万人"
"全産業","総数","完全失業者","55～59歳","2004-02",27,"万人"
"全産業","総数","完全失業者","55～59歳","2004-03",28,"万人"
"全産業","総数","完全失業者","55～59歳","2004-04",28,"万人"
"全産業","総数","完全失業者","55～59歳","2004-05",27,"万人"
"全産業","総数","完全失業者","55～59歳","2004-06",25,"万人"
"全産業","総数","完全失業者","55～59歳","2004-07",26,"万人"
"全産業","総数","完全失業者","55～59歳","2004-08",27,"万人"
"全産業","総数","完全失業者","55～59歳","2004-09",27,"万人"
"全産業","総数","完全失業者","55～59歳","2004-10",27,"万人"
"全産業","総数","完全失業者","55～59歳","2004-11",24,"万人"
"全産業","総数","完全失業者","55～59歳","2004-12",23,"万人"
"全産業","総数","完全失業者","55～59歳","2005-01",27,"万人"
"全産業","総数","完全失業者","55～59歳","2005-02",29,"万人"
"全産業","総数","完全失業者","55～59歳","2005-03",29,"万人"
"全産業","総数","完全失業者","55～59歳","2005-04",28,"万人"
"全産業","総数","完全失業者","55～59歳","2005-05",30,"万人"
"全産業","総数","完全失業者","55～59歳","2005-06",28,"万人"
"全産業","総数","完全失業者","55～59歳","2005-07",27,"万人"
"全産業","総数","完全失業者","55～59歳","2005-08",24,"万人"
"全産業","総数","完全失業者","55～59歳","2005-09",27,"万人"
"全産業","総数","完全失業者","55～59歳","2005-10",31,"万人"
"全産業","総数","完全失業者","55～59歳","2005-11",32,"万人"
"全産業","総数","完全失業者","55～59歳","2005-12",24,"万人"
"全産業","総数","完全失業者","55～59歳","2006-01",33,"万人"
"全産業","総数","完全失業者","55～59歳","2006-02",31,"万人"
"全産業","総数","完全失業者","55～59歳","2006-03",29,"万人"
"全産業","総数","完全失業者","55～59歳","2006-04",34,"万人"
"全産業","総数","完全失業者","55～59歳","2006-05",29,"万人"
"全産業","総数","完全失業者","55～59歳","2006-06",31,"万人"
"全産業","総数","完全失業者","55～59歳","2006-07",26,"万人"
"全産業","総数","完全失業者","55～59歳","2006-08",26,"万人"
"全産業","総数","完全失業者","55～59歳","2006-09",27,"万人"
"全産業","総数","完全失業者","55～59歳","2006-10",29,"万人"
"全産業","総数","完全失業者","55～59歳","2006-11",25,"万人"
"全産業","総数","完全失業者","55～59歳","2006-12",24,"万人"
"全産業","総数","完全失業者","55～59歳","2007-01",25,"万人"
"全産業","総数","完全失業者","55～59歳","2007-02",26,"万人"
"全産業","総数","完全失業者","55～59歳","2007-03",28,"万人"
"全産業","総数","完全失業者","55～59歳","2007-04",25,"万人"
"全産業","総数","完全失業者","55～59歳","2007-05",26,"万人"
"全産業","総数","完全失業者","55～59歳","2007-06",23,"万人"
"全産業","総数","完全失業者","55～59歳","2007-07",21,"万人"
"全産業","総数","完全失業者","55～59歳","2007-08",23,"万人"
"全産業","総数","完全失業者","55～59歳","2007-09",25,"万人"
"全産業","総数","完全失業者","55～59歳","2007-10",25,"万人"
"全産業","総数","完全失業者","55～59歳","2007-11",24,"万人"
"全産業","総数","完全失業者","55～59歳","2007-12",23,"万人"
"全産業","総数","完全失業者","55～59歳","2008-01",26,"万人"
"全産業","総数","完全失業者","55～59歳","2008-02",25,"万人"
"全産業","総数","完全失業者","55～59歳","2008-03",22,"万人"
"全産業","総数","完全失業者","55～59歳","2008-04",22,"万人"
"全産業","総数","完全失業者","55～59歳","2008-05",23,"万人"
"全産業","総数","完全失業者","55～59歳","2008-06",23,"万人"
"全産業","総数","完全失業者","55～59歳","2008-07",25,"万人"
"全産業","総数","完全失業者","55～59歳","2008-08",25,"万人"
"全産業","総数","完全失業者","55～59歳","2008-09",26,"万人"
"全産業","総数","完全失業者","55～59歳","2008-10",22,"万人"
"全産業","総数","完全失業者","55～59歳","2008-11",23,"万人"
"全産業","総数","完全失業者","55～59歳","2008-12",28,"万人"
"全産業","総数","完全失業者","55～59歳","2009-01",22,"万人"
"全産業","総数","完全失業者","55～59歳","2009-02",26,"万人"
"全産業","総数","完全失業者","55～59歳","2009-03",29,"万人"
"全産業","総数","完全失業者","55～59歳","2009-04",32,"万人"
"全産業","総数","完全失業者","55～59歳","2009-05",33,"万人"
"全産業","総数","完全失業者","55～59歳","2009-06",32,"万人"
"全産業","総数","完全失業者","55～59歳","2009-07",29,"万人"
"全産業","総数","完全失業者","55～59歳","2009-08",31,"万人"
"全産業","総数","完全失業者","55～59歳","2009-09",30,"万人"
"全産業","総数","完全失業者","55～59歳","2009-10",32,"万人"
"全産業","総数","完全失業者","55～59歳","2009-11",33,"万人"
"全産業","総数","完全失業者","55～59歳","2009-12",29,"万人"
"全産業","総数","完全失業者","55～59歳","2010-01",27,"万人"
"全産業","総数","完全失業者","55～59歳","2010-02",28,"万人"
"全産業","総数","完全失業者","55～59歳","2010-03",29,"万人"
"全産業","総数","完全失業者","55～59歳","2010-04",33,"万人"
"全産業","総数","完全失業者","55～59歳","2010-05",32,"万人"
"全産業","総数","完全失業者","55～59歳","2010-06",28,"万人"
"全産業","総数","完全失業者","55～59歳","2010-07",28,"万人"
"全産業","総数","完全失業者","55～59歳","2010-08",30,"万人"
"全産業","総数","完全失業者","55～59歳","2010-09",32,"万人"
"全産業","総数","完全失業者","55～59歳","2010-10",32,"万人"
"全産業","総数","完全失業者","55～59歳","2010-11",28,"万人"
"全産業","総数","完全失業者","55～59歳","2010-12",26,"万人"
"全産業","総数","完全失業者","55～59歳","2011-01",25,"万人"
"全産業","総数","完全失業者","55～59歳","2011-02",23,"万人"
"全産業","総数","完全失業者","55～59歳","2011-03",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-04",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-05",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-06",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-07",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-08",NA,"万人"
"全産業","総数","完全失業者","55～59歳","2011-09",24,"万人"
"全産業","総数","完全失業者","55～59歳","2011-10",26,"万人"
"全産業","総数","完全失業者","55～59歳","2011-11",24,"万人"
"全産業","総数","完全失業者","55～59歳","2011-12",22,"万人"
"全産業","総数","完全失業者","55～59歳","2012-01",25,"万人"
"全産業","総数","完全失業者","55～59歳","2012-02",27,"万人"
"全産業","総数","完全失業者","55～59歳","2012-03",25,"万人"
"全産業","総数","完全失業者","55～59歳","2012-04",25,"万人"
"全産業","総数","完全失業者","55～59歳","2012-05",21,"万人"
"全産業","総数","完全失業者","55～59歳","2012-06",22,"万人"
"全産業","総数","完全失業者","55～59歳","2012-07",20,"万人"
"全産業","総数","完全失業者","55～59歳","2012-08",20,"万人"
"全産業","総数","完全失業者","55～59歳","2012-09",20,"万人"
"全産業","総数","完全失業者","55～59歳","2012-10",20,"万人"
"全産業","総数","完全失業者","55～59歳","2012-11",22,"万人"
"全産業","総数","完全失業者","55～59歳","2012-12",26,"万人"
"全産業","総数","完全失業者","55～59歳","2013-01",25,"万人"
"全産業","総数","完全失業者","55～59歳","2013-02",20,"万人"
"全産業","総数","完全失業者","55～59歳","2013-03",19,"万人"
"全産業","総数","完全失業者","55～59歳","2013-04",19,"万人"
"全産業","総数","完全失業者","55～59歳","2013-05",22,"万人"
"全産業","総数","完全失業者","55～59歳","2013-06",22,"万人"
"全産業","総数","完全失業者","55～59歳","2013-07",23,"万人"
"全産業","総数","完全失業者","55～59歳","2013-08",23,"万人"
"全産業","総数","完全失業者","55～59歳","2013-09",20,"万人"
"全産業","総数","完全失業者","55～59歳","2013-10",20,"万人"
"全産業","総数","完全失業者","55～59歳","2013-11",19,"万人"
"全産業","総数","完全失業者","55～59歳","2013-12",17,"万人"
"全産業","総数","完全失業者","55～59歳","2014-01",19,"万人"
"全産業","総数","完全失業者","55～59歳","2014-02",17,"万人"
"全産業","総数","完全失業者","55～59歳","2014-03",16,"万人"
"全産業","総数","完全失業者","55～59歳","2014-04",20,"万人"
"全産業","総数","完全失業者","55～59歳","2014-05",21,"万人"
"全産業","総数","完全失業者","55～59歳","2014-06",20,"万人"
"全産業","総数","完全失業者","55～59歳","2014-07",22,"万人"
"全産業","総数","完全失業者","55～59歳","2014-08",19,"万人"
"全産業","総数","完全失業者","55～59歳","2014-09",16,"万人"
"全産業","総数","完全失業者","55～59歳","2014-10",16,"万人"
"全産業","総数","完全失業者","55～59歳","2014-11",16,"万人"
"全産業","総数","完全失業者","55～59歳","2014-12",17,"万人"
"全産業","総数","完全失業者","55～59歳","2015-01",19,"万人"
"全産業","総数","完全失業者","55～59歳","2015-02",18,"万人"
"全産業","総数","完全失業者","55～59歳","2015-03",17,"万人"
"全産業","総数","完全失業者","55～59歳","2015-04",20,"万人"
"全産業","総数","完全失業者","55～59歳","2015-05",18,"万人"
"全産業","総数","完全失業者","55～59歳","2015-06",15,"万人"
"全産業","総数","完全失業者","55～59歳","2015-07",17,"万人"
"全産業","総数","完全失業者","55～59歳","2015-08",19,"万人"
"全産業","総数","完全失業者","55～59歳","2015-09",16,"万人"
"全産業","総数","完全失業者","55～59歳","2015-10",15,"万人"
"全産業","総数","完全失業者","55～59歳","2015-11",15,"万人"
"全産業","総数","完全失業者","55～59歳","2015-12",17,"万人"
"全産業","総数","完全失業者","55～59歳","2016-01",17,"万人"
"全産業","総数","完全失業者","55～59歳","2016-02",16,"万人"
"全産業","総数","完全失業者","55～59歳","2016-03",18,"万人"
"全産業","総数","完全失業者","55～59歳","2016-04",18,"万人"
"全産業","総数","完全失業者","55～59歳","2016-05",14,"万人"
"全産業","総数","完全失業者","55～59歳","2016-06",15,"万人"
"全産業","総数","完全失業者","55～59歳","2016-07",18,"万人"
"全産業","総数","完全失業者","55～59歳","2016-08",17,"万人"
"全産業","総数","完全失業者","55～59歳","2016-09",13,"万人"
"全産業","総数","完全失業者","55～59歳","2016-10",13,"万人"
"全産業","総数","完全失業者","55～59歳","2016-11",14,"万人"
"全産業","総数","完全失業者","55～59歳","2016-12",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-01",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-02",15,"万人"
"全産業","総数","完全失業者","55～59歳","2017-03",17,"万人"
"全産業","総数","完全失業者","55～59歳","2017-04",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-05",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-06",15,"万人"
"全産業","総数","完全失業者","55～59歳","2017-07",14,"万人"
"全産業","総数","完全失業者","55～59歳","2017-08",14,"万人"
"全産業","総数","完全失業者","55～59歳","2017-09",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-10",16,"万人"
"全産業","総数","完全失業者","55～59歳","2017-11",13,"万人"
"全産業","総数","完全失業者","55～59歳","2017-12",14,"万人"
"全産業","総数","完全失業者","55～59歳","2018-01",12,"万人"
"全産業","総数","完全失業者","55～59歳","2018-02",13,"万人"
"全産業","総数","完全失業者","55～59歳","2018-03",15,"万人"
"全産業","総数","完全失業者","55～59歳","2018-04",15,"万人"
"全産業","総数","完全失業者","55～59歳","2018-05",10,"万人"
"全産業","総数","完全失業者","55～59歳","2018-06",12,"万人"
"全産業","総数","完全失業者","55～59歳","2018-07",15,"万人"
"全産業","総数","完全失業者","55～59歳","2018-08",13,"万人"
"全産業","総数","完全失業者","55～59歳","2018-09",13,"万人"
"全産業","総数","完全失業者","55～59歳","2018-10",15,"万人"
"全産業","総数","完全失業者","55～59歳","2018-11",13,"万人"
"全産業","総数","完全失業者","55～59歳","2018-12",13,"万人"
"全産業","総数","完全失業者","55～59歳","2019-01",14,"万人"
"全産業","総数","完全失業者","55～59歳","2019-02",13,"万人"
"全産業","総数","完全失業者","55～59歳","2019-03",13,"万人"
"全産業","総数","完全失業者","55～59歳","2019-04",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-05",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-06",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-07",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-08",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-09",15,"万人"
"全産業","総数","完全失業者","55～59歳","2019-10",13,"万人"
"全産業","総数","完全失業者","55～59歳","2019-11",12,"万人"
"全産業","総数","完全失業者","55～59歳","2019-12",11,"万人"
"全産業","総数","完全失業者","55～59歳","2020-01",13,"万人"
"全産業","総数","完全失業者","55～59歳","2020-02",12,"万人"
"全産業","総数","完全失業者","55～59歳","2020-03",13,"万人"
"全産業","総数","完全失業者","55～59歳","2020-04",13,"万人"
"全産業","総数","完全失業者","55～59歳","2020-05",14,"万人"
"全産業","総数","完全失業者","55～59歳","2020-06",13,"万人"
"全産業","総数","完全失業者","55～59歳","2020-07",15,"万人"
"全産業","総数","完全失業者","55～59歳","2020-08",15,"万人"
"全産業","総数","完全失業者","55～59歳","2020-09",18,"万人"
"全産業","総数","完全失業者","55～59歳","2020-10",21,"万人"
"全産業","総数","完全失業者","55～59歳","2020-11",20,"万人"
"全産業","総数","完全失業者","55～59歳","2020-12",17,"万人"
"全産業","総数","完全失業者","55～59歳","2021-01",16,"万人"
"全産業","総数","完全失業者","55～59歳","2021-02",15,"万人"
"全産業","総数","完全失業者","55～59歳","2021-03",17,"万人"
"全産業","総数","完全失業者","55～59歳","2021-04",18,"万人"
"全産業","総数","完全失業者","55～59歳","2021-05",17,"万人"
"全産業","総数","完全失業者","55～59歳","2021-06",17,"万人"
"全産業","総数","完全失業者","55～59歳","2021-07",16,"万人"
"全産業","総数","完全失業者","55～59歳","2021-08",15,"万人"
"全産業","総数","完全失業者","55～59歳","2021-09",18,"万人"
"全産業","総数","完全失業者","55～59歳","2021-10",18,"万人"
"全産業","総数","完全失業者","55～59歳","2021-11",17,"万人"
"全産業","総数","完全失業者","55～59歳","2021-12",17,"万人"
"全産業","総数","完全失業者","55～59歳","2022-01",16,"万人"
"全産業","総数","完全失業者","55～59歳","2022-02",17,"万人"
"全産業","総数","完全失業者","55～59歳","2022-03",18,"万人"
"全産業","総数","完全失業者","55～59歳","2022-04",13,"万人"
"全産業","総数","完全失業者","55～59歳","2022-05",18,"万人"
"全産業","総数","完全失業者","55～59歳","2022-06",16,"万人"
"全産業","総数","完全失業者","55～59歳","2022-07",15,"万人"
"全産業","総数","完全失業者","55～59歳","2022-08",18,"万人"
"全産業","総数","完全失業者","55～59歳","2022-09",17,"万人"
"全産業","総数","完全失業者","55～59歳","2022-10",16,"万人"
"全産業","総数","完全失業者","55～59歳","2022-11",15,"万人"
"全産業","総数","完全失業者","55～59歳","2022-12",16,"万人"
"全産業","総数","完全失業者","55～59歳","2023-01",13,"万人"
"全産業","総数","完全失業者","55～59歳","2023-02",15,"万人"
"全産業","総数","完全失業者","55～59歳","2023-03",19,"万人"
"全産業","総数","完全失業者","55～59歳","2023-04",15,"万人"
"全産業","総数","完全失業者","55～59歳","2023-05",16,"万人"
"全産業","総数","完全失業者","55～59歳","2023-06",16,"万人"
"全産業","総数","完全失業者","55～59歳","2023-07",19,"万人"
"全産業","総数","完全失業者","55～59歳","2023-08",19,"万人"
"全産業","総数","完全失業者","55～59歳","2023-09",18,"万人"
"全産業","総数","完全失業者","55～59歳","2023-10",18,"万人"
"全産業","総数","完全失業者","55～59歳","2023-11",16,"万人"
"全産業","総数","完全失業者","55～59歳","2023-12",15,"万人"
"全産業","総数","完全失業者","55～59歳","2024-01",15,"万人"
"全産業","総数","完全失業者","55～59歳","2024-02",18,"万人"
"全産業","総数","完全失業者","55～59歳","2024-03",18,"万人"
"全産業","総数","完全失業者","55～59歳","2024-04",16,"万人"
"全産業","総数","完全失業者","55～59歳","2024-05",19,"万人"
"全産業","総数","完全失業者","55～59歳","2024-06",17,"万人"
"全産業","総数","完全失業者","55～59歳","2024-07",17,"万人"
"全産業","総数","完全失業者","55～59歳","2024-08",16,"万人"
"全産業","総数","完全失業者","55～59歳","2024-09",16,"万人"
"全産業","総数","完全失業者","55～59歳","2024-10",17,"万人"
"全産業","総数","完全失業者","55～59歳","2024-11",16,"万人"
"全産業","総数","完全失業者","55～59歳","2024-12",15,"万人"
"全産業","総数","完全失業者","55～59歳","2025-01",16,"万人"
"全産業","総数","完全失業者","55～59歳","2025-02",14,"万人"
"全産業","総数","完全失業者","55～59歳","2025-03",14,"万人"
"全産業","総数","完全失業者","55～59歳","2025-04",15,"万人"
"全産業","総数","完全失業者","55～59歳","2025-05",18,"万人"
"全産業","総数","完全失業者","55～59歳","2025-06",19,"万人"
"全産業","総数","完全失業者","55～59歳","2025-07",17,"万人"
"全産業","総数","完全失業者","55～59歳","2025-08",16,"万人"
"全産業","総数","完全失業者","60～64歳","1968-01",3,"万人"
"全産業","総数","完全失業者","60～64歳","1968-02",3,"万人"
"全産業","総数","完全失業者","60～64歳","1968-03",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-04",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-05",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-06",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-07",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-08",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-09",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-10",2,"万人"
"全産業","総数","完全失業者","60～64歳","1968-11",1,"万人"
"全産業","総数","完全失業者","60～64歳","1968-12",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-01",3,"万人"
"全産業","総数","完全失業者","60～64歳","1969-02",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-03",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-04",3,"万人"
"全産業","総数","完全失業者","60～64歳","1969-05",3,"万人"
"全産業","総数","完全失業者","60～64歳","1969-06",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-07",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-08",3,"万人"
"全産業","総数","完全失業者","60～64歳","1969-09",3,"万人"
"全産業","総数","完全失業者","60～64歳","1969-10",2,"万人"
"全産業","総数","完全失業者","60～64歳","1969-11",1,"万人"
"全産業","総数","完全失業者","60～64歳","1969-12",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-01",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-02",2,"万人"
"全産業","総数","完全失業者","60～64歳","1970-03",2,"万人"
"全産業","総数","完全失業者","60～64歳","1970-04",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-05",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-06",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-07",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-08",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-09",2,"万人"
"全産業","総数","完全失業者","60～64歳","1970-10",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-11",3,"万人"
"全産業","総数","完全失業者","60～64歳","1970-12",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-01",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-02",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-03",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-04",4,"万人"
"全産業","総数","完全失業者","60～64歳","1971-05",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-06",2,"万人"
"全産業","総数","完全失業者","60～64歳","1971-07",3,"万人"
"全産業","総数","完全失業者","60～64歳","1971-08",4,"万人"
"全産業","総数","完全失業者","60～64歳","1971-09",5,"万人"
"全産業","総数","完全失業者","60～64歳","1971-10",5,"万人"
"全産業","総数","完全失業者","60～64歳","1971-11",5,"万人"
"全産業","総数","完全失業者","60～64歳","1971-12",4,"万人"
"全産業","総数","完全失業者","60～64歳","1972-01",4,"万人"
"全産業","総数","完全失業者","60～64歳","1972-02",5,"万人"
"全産業","総数","完全失業者","60～64歳","1972-03",7,"万人"
"全産業","総数","完全失業者","60～64歳","1972-04",7,"万人"
"全産業","総数","完全失業者","60～64歳","1972-05",3,"万人"
"全産業","総数","完全失業者","60～64歳","1972-06",3,"万人"
"全産業","総数","完全失業者","60～64歳","1972-07",2,"万人"
"全産業","総数","完全失業者","60～64歳","1972-08",2,"万人"
"全産業","総数","完全失業者","60～64歳","1972-09",3,"万人"
"全産業","総数","完全失業者","60～64歳","1972-10",3,"万人"
"全産業","総数","完全失業者","60～64歳","1972-11",3,"万人"
"全産業","総数","完全失業者","60～64歳","1972-12",3,"万人"
"全産業","総数","完全失業者","60～64歳","1973-01",4,"万人"
"全産業","総数","完全失業者","60～64歳","1973-02",5,"万人"
"全産業","総数","完全失業者","60～64歳","1973-03",5,"万人"
"全産業","総数","完全失業者","60～64歳","1973-04",4,"万人"
"全産業","総数","完全失業者","60～64歳","1973-05",4,"万人"
"全産業","総数","完全失業者","60～64歳","1973-06",4,"万人"
"全産業","総数","完全失業者","60～64歳","1973-07",3,"万人"
"全産業","総数","完全失業者","60～64歳","1973-08",3,"万人"
"全産業","総数","完全失業者","60～64歳","1973-09",2,"万人"
"全産業","総数","完全失業者","60～64歳","1973-10",2,"万人"
"全産業","総数","完全失業者","60～64歳","1973-11",3,"万人"
"全産業","総数","完全失業者","60～64歳","1973-12",4,"万人"
"全産業","総数","完全失業者","60～64歳","1974-01",4,"万人"
"全産業","総数","完全失業者","60～64歳","1974-02",4,"万人"
"全産業","総数","完全失業者","60～64歳","1974-03",5,"万人"
"全産業","総数","完全失業者","60～64歳","1974-04",4,"万人"
"全産業","総数","完全失業者","60～64歳","1974-05",3,"万人"
"全産業","総数","完全失業者","60～64歳","1974-06",3,"万人"
"全産業","総数","完全失業者","60～64歳","1974-07",2,"万人"
"全産業","総数","完全失業者","60～64歳","1974-08",3,"万人"
"全産業","総数","完全失業者","60～64歳","1974-09",4,"万人"
"全産業","総数","完全失業者","60～64歳","1974-10",5,"万人"
"全産業","総数","完全失業者","60～64歳","1974-11",5,"万人"
"全産業","総数","完全失業者","60～64歳","1974-12",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-01",6,"万人"
"全産業","総数","完全失業者","60～64歳","1975-02",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-03",6,"万人"
"全産業","総数","完全失業者","60～64歳","1975-04",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-05",6,"万人"
"全産業","総数","完全失業者","60～64歳","1975-06",6,"万人"
"全産業","総数","完全失業者","60～64歳","1975-07",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-08",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-09",6,"万人"
"全産業","総数","完全失業者","60～64歳","1975-10",5,"万人"
"全産業","総数","完全失業者","60～64歳","1975-11",7,"万人"
"全産業","総数","完全失業者","60～64歳","1975-12",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-01",9,"万人"
"全産業","総数","完全失業者","60～64歳","1976-02",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-03",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-04",9,"万人"
"全産業","総数","完全失業者","60～64歳","1976-05",9,"万人"
"全産業","総数","完全失業者","60～64歳","1976-06",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-07",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-08",8,"万人"
"全産業","総数","完全失業者","60～64歳","1976-09",7,"万人"
"全産業","総数","完全失業者","60～64歳","1976-10",5,"万人"
"全産業","総数","完全失業者","60～64歳","1976-11",5,"万人"
"全産業","総数","完全失業者","60～64歳","1976-12",6,"万人"
"全産業","総数","完全失業者","60～64歳","1977-01",9,"万人"
"全産業","総数","完全失業者","60～64歳","1977-02",9,"万人"
"全産業","総数","完全失業者","60～64歳","1977-03",7,"万人"
"全産業","総数","完全失業者","60～64歳","1977-04",8,"万人"
"全産業","総数","完全失業者","60～64歳","1977-05",8,"万人"
"全産業","総数","完全失業者","60～64歳","1977-06",8,"万人"
"全産業","総数","完全失業者","60～64歳","1977-07",9,"万人"
"全産業","総数","完全失業者","60～64歳","1977-08",8,"万人"
"全産業","総数","完全失業者","60～64歳","1977-09",6,"万人"
"全産業","総数","完全失業者","60～64歳","1977-10",6,"万人"
"全産業","総数","完全失業者","60～64歳","1977-11",7,"万人"
"全産業","総数","完全失業者","60～64歳","1977-12",9,"万人"
"全産業","総数","完全失業者","60～64歳","1978-01",10,"万人"
"全産業","総数","完全失業者","60～64歳","1978-02",11,"万人"
"全産業","総数","完全失業者","60～64歳","1978-03",9,"万人"
